012.4	-7.950000E-5
014.3	-1.885600E-4
014.4	-1.043400E-4
019.2	-1.324000E-5
019.2	-1.363600E-4
021.7	-8.552000E-5
024.6	-1.774000E-4
029.8	-8.296000E-5
034.9	-1.261200E-4
040.2	6.000000E-6
045.4	-9.026000E-5
050.5	4.358000E-5
055.7	2.736000E-5
061.0	1.238000E-5
066.1	2.776000E-5
071.2	-1.154000E-5
076.3	-1.064000E-5
081.3	-1.244000E-5
083.1	-1.624000E-5
084.8	-5.980000E-6
086.7	-2.304400E-4
088.3	-8.055800E-4
090.3	-1.854980E-3
092.3	-2.510500E-3
094.5	-2.876100E-3
096.4	-3.047160E-3
098.3	-3.185280E-3
100.3	-3.263520E-3
102.4	-3.371700E-3
104.4	-3.450380E-3
106.2	-3.532940E-3
108.6	-3.638980E-3
110.5	-3.715980E-3
112.4	-3.789060E-3
